Period,Time,Strength,Team,Shooter,Shot Type,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Screen?,Rush?,Origin,Oddman?,G?,State,Entry Type,Entry By,Defended by,Pass?,Lane,Dump recovered?,Chance?,Retrieval,Result,Pressure,Exit,Result,Game ID,Home,Road,Date
1,13:33,5v5,,,,,,,,,,,,,,,,,,,,,,,,,86PHI,EXC,N,21PHI,MEX,20489,,,
1,12:39,5v5,,,,,,,,,,,,,,,,,,,,,,,,,16NYR,EXC,N,26NYR,PEX,20489,,,
1,12:23,5v5,,,,,,,,,,,,,,,,,,,,,,,,,6PHI,CLE,,,,20489,,,
1,12:15,5v5,,,,,,,,,,,,,,,,,,,,,,,,,55NYR,PEX,,,,20489,,,
1,10:38,5v5,,,,,,,,,,,,,,,,,,,,,,,,,8NYR,EXC,N,10NYR,FEX,20489,,,
1,9:25,5v5,,,,,,,,,,,,,,,,,,,,,,,,,4NYR,EXC,44PHI,74NYR,MEX,20489,,,
1,8:43,5v5,,,,,,,,,,,,,,,,,,,,,,,,,74PHI,PEX,,,,20489,,,
1,8:34,5v5,,,,,,,,,,,,,,,,,,,,,,,,,8NYR,PEX,,,,20489,,,
1,8:24,5v5,,,,,,,,,,,,,,,,,,,,,,,,,20PHI,PEX,,,,20489,,,
1,7:48,5v5,,,,,,,,,,,,,,,,,,,,,,,,,9PHI,PEX,,,,20489,,,
1,7:13,5v5,,,,,,,,,,,,,,,,,,,,,,,,,23NYR,EXC,N,72NYR,CEX,20489,,,
1,6:44,5v5,,,,,,,,,,,,,,,,,,,,,,,,,61PHI,EXC,93NYR,6PHI,MEX,20489,,,
1,6:29,5v5,,,,,,,,,,,,,,,,,,,,,,,,,79PHI,EXC,N,6PHI,PEX,20489,,,
1,5:58,5v5,,,,,,,,,,,,,,,,,,,,,,,,,4NYR,FEX,38PHI,,,20489,,,
1,5:44,5v5,,,,,,,,,,,,,,,,,,,,,,,,,93NYR,CLE,,,,20489,,,
1,5:29,5v5,,,,,,,,,,,,,,,,,,,,,,,,,79NYR,EXC,N,23NYR,PEX,20489,,,
1,5:13,5v5,,,,,,,,,,,,,,,,,,,,,,,,,9PHI,FEX,91NYR,,,20489,,,
1,4:45,5v5,,,,,,,,,,,,,,,,,,,,,,,,,55PHI,FEX,,,,20489,,,
1,4:21,5v5,,,,,,,,,,,,,,,,,,,,,,,,,9PHI,PEX,,,,20489,,,
1,3:55,5v5,,,,,,,,,,,,,,,,,,,,,,,,,4NYR,EXC,45PHI,5NYR,FEX,20489,,,
1,3:40,5v5,,,,,,,,,,,,,,,,,,,,,,,,,5NYR,EXC,62PHI,4NYR,FEX,20489,,,
1,3:29,5v5,,,,,,,,,,,,,,,,,,,,,,,,,4NYR,MEX,21PHI,,,20489,,,
1,2:41,5v5,,,,,,,,,,,,,,,,,,,,,,,,,10NYR,MEX,,,,20489,,,
1,1:41,5v5,,,,,,,,,,,,,,,,,,,,,,,,,16NYR,MEX,,,,20489,,,
2,19:02,5v5,,,,,,,,,,,,,,,,,,,,,,,,,41NYR,EXC,N,10NYR,FEX,20489,,,
2,18:55,5v5,,,,,,,,,,,,,,,,,,,,,,,,,5NYR,MEX,,,,20489,,,
2,18:48,5v5,,,,,,,,,,,,,,,,,,,,,,,,,9PHI,FEX,26NYR,,,20489,,,
2,18:38,5v5,,,,,,,,,,,,,,,,,,,,,,,,,49PHI,CEX,,,,20489,,,
2,18:29,5v5,,,,,,,,,,,,,,,,,,,,,,,,,4NYR,EXC,N,16NYR,PEX,20489,,,
2,18:02,5v5,,,,,,,,,,,,,,,,,,,,,,,,,6PHI,PEX,,,,20489,,,
2,17:51,5v5,,,,,,,,,,,,,,,,,,,,,,,,,13NYR,CLE,,,,20489,,,
2,17:44,5v5,,,,,,,,,,,,,,,,,,,,,,,,,55NYR,EXC,N,13NYR,MEX,20489,,,
2,17:08,5v5,,,,,,,,,,,,,,,,,,,,,,,,,24PHI,FEX,91NYR,,,20489,,,
2,17:01,5v5,,,,,,,,,,,,,,,,,,,,,,,,,74PHI,CEX,,,,20489,,,
2,16:52,5v5,,,,,,,,,,,,,,,,,,,,,,,,,8NYR,EXC,N,76NYR,CLE,20489,,,
2,16:34,5v5,,,,,,,,,,,,,,,,,,,,,,,,,91NYR,BOT,21PHI,,,20489,,,
2,16:00,5v5,,,,,,,,,,,,,,,,,,,,,,,,,76NYR,CLE,,,,20489,,,
2,15:55,5v5,,,,,,,,,,,,,,,,,,,,,,,,,55PHI,EXC,N,9PHI,MEX,20489,,,
2,8:40,5v5,,,,,,,,,,,,,,,,,,,,,,,,,9PHI,MEX,,,,20489,,,
2,7:35,5v5,,,,,,,,,,,,,,,,,,,,,,,,,79NYR,CLE,20PHI,,,20489,,,
2,7:59,5v5,,,,,,,,,,,,,,,,,,,,,,,,,55PHI,EXC,20PHI,20PHI,MEX,20489,,,
2,6:59,5v5,,,,,,,,,,,,,,,,,,,,,,,,,6PHI,EXC,16NYR,86PHI,CLE,20489,,,
2,6:45,5v5,,,,,,,,,,,,,,,,,,,,,,,,,4NYR,EXC,N,4NYR,PEX,20489,,,
2,5:35,5v5,,,,,,,,,,,,,,,,,,,,,,,,,38PHI,EXC,N,6PHI,PEX,20489,,,
2,5:23,5v5,,,,,,,,,,,,,,,,,,,,,,,,,72NYR,CEX,,,,20489,,,
2,5:13,5v5,,,,,,,,,,,,,,,,,,,,,,,,,45PHI,EXC,N,62PHI,CEX,20489,,,
2,4:58,5v5,,,,,,,,,,,,,,,,,,,,,,,,,72NYR,CLE,,,,20489,,,
2,4:14,5v5,,,,,,,,,,,,,,,,,,,,,,,,,45PHI,EXC,91NYR,74PHI,MEX,20489,,,
2,3:30,5v5,,,,,,,,,,,,,,,,,,,,,,,,,8NYR,EXC,N,20NYR,FEX,20489,,,
2,3:13,5v5,,,,,,,,,,,,,,,,,,,,,,,,,8NYR,EXC,86PHI,10NYR,FEX,20489,,,
2,2:44,5v5,,,,,,,,,,,,,,,,,,,,,,,,,79NYR,EXC,11PHI,76NYR,FEX,20489,,,
2,2:28,5v5,,,,,,,,,,,,,,,,,,,,,,,,,23NYR,PEX,,,,20489,,,
3,18:48,5v5,,,,,,,,,,,,,,,,,,,,,,,,,79NYR,EXC,N,20NYR,MEX,20489,,,
3,18:38,5v5,,,,,,,,,,,,,,,,,,,,,,,,,79NYR,CEX,,,,20489,,,
3,17:13,5v5,,,,,,,,,,,,,,,,,,,,,,,,,9PHI,CEX,,,,20489,,,
3,17:04,5v5,,,,,,,,,,,,,,,,,,,,,,,,,55NYR,BOT,49PHI,,,20489,,,
3,16:08,5v5,,,,,,,,,,,,,,,,,,,,,,,,,20NYR,PEX,,,,20489,,,
3,15:03,5v5,,,,,,,,,,,,,,,,,,,,,,,,,77PHI,EXC,91NYR,,,20489,,,
3,15:22,5v5,,,,,,,,,,,,,,,,,,,,,,,,,9PHI,FEX,,,,20489,,,
3,15:15,5v5,,,,,,,,,,,,,,,,,,,,,,,,,11PHI,CEX,,,,20489,,,
3,15:01,5v5,,,,,,,,,,,,,,,,,,,,,,,,,55NYR,BOT,86PHI,,,20489,,,
3,13:50,5v5,,,,,,,,,,,,,,,,,,,,,,,,,26NYR,CEX,,,,20489,,,
3,13:43,5v5,,,,,,,,,,,,,,,,,,,,,,,,,79PHI,FEX,,,,20489,,,
3,13:18,5v5,,,,,,,,,,,,,,,,,,,,,,,,,4NYR,EXC,86PHI,5NYR,FEX,20489,,,
3,13:04,5v5,,,,,,,,,,,,,,,,,,,,,,,,,16NYR,CEX,,,,20489,,,
3,11:53,5v5,,,,,,,,,,,,,,,,,,,,,,,,,6PHI,EXC,79NYR,20PHI,FEX,20489,,,
3,11:35,5v5,,,,,,,,,,,,,,,,,,,,,,,,,45PHI,EXC,N,62PHI,PEX,20489,,,
3,11:24,5v5,,,,,,,,,,,,,,,,,,,,,,,,,8NYR,EXC,N,21NYR,PEX,20489,,,
3,10:24,5v5,,,,,,,,,,,,,,,,,,,,,,,,,23NYR,EXC,N,55NYR,CLE,20489,,,
3,9:35,5v5,,,,,,,,,,,,,,,,,,,,,,,,,5NYR,EXC,N,26NYR,PEX,20489,,,
3,9:24,5v5,,,,,,,,,,,,,,,,,,,,,,,,,24PHI,MEX,,,,20489,,,
3,9:15,5v5,,,,,,,,,,,,,,,,,,,,,,,,,55PHI,BOT,13NYR,,,20489,,,
3,9:11,5v5,,,,,,,,,,,,,,,,,,,,,,,,,86PHI,PEX,,,,20489,,,
3,8:08,5v5,,,,,,,,,,,,,,,,,,,,,,,,,9PHI,EXC,21NYR,77PHI,FEX,20489,,,
3,7:55,5v5,,,,,,,,,,,,,,,,,,,,,,,,,77PHI,EXC,93NYR,74PHI,MEX,20489,,,
3,7:31,5v5,,,,,,,,,,,,,,,,,,,,,,,,,6PHI,EXC,N,45PHI,MEX,20489,,,
3,7:18,5v5,,,,,,,,,,,,,,,,,,,,,,,,,74NYR,MEX,,,,20489,,,
3,6:58,5v5,,,,,,,,,,,,,,,,,,,,,,,,,79NYR,FEX,86PHI,,,20489,,,
3,6:23,5v5,,,,,,,,,,,,,,,,,,,,,,,,,6PHI,EXC,N,48PH,CEX,20489,,,
3,6:03,5v5,,,,,,,,,,,,,,,,,,,,,,,,,16NYR,EXC,N,26NYR,PEX,20489,,,
3,5:55,5v5,,,,,,,,,,,,,,,,,,,,,,,,,25PHI,BOT,24NYR,45PHI,FEX,20489,,,
3,5:38,5v5,,,,,,,,,,,,,,,,,,,,,,,,,45PHI,EXC,13NYR,6PHI,FEX,20489,,,
3,4:57,5v5,,,,,,,,,,,,,,,,,,,,,,,,,10NYR,CLE,,,,20489,,,
3,4:50,5v5,,,,,,,,,,,,,,,,,,,,,,,,,9PHI,EXC,N,77PHI,PEX,20489,,,
3,4:04,5v5,,,,,,,,,,,,,,,,,,,,,,,,,45PHI,EXC,N,21PHI,CEX,20489,,,
3,3:28,5v5,,,,,,,,,,,,,,,,,,,,,,,,,20NYR,FEX,48PHI,,,20489,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
